EDL	Record In	Record Out	Clipname	Subtitle
EDL	00:02:08,500	00:02:14,866	| VfD E48 The Inner-Machine Therapist |	Jail is a private pilot and a ham radio operator, and has more than forty patterns to his name
EDL	00:02:14,866	00:02:24,119	| VfD E48 The Inner-Machine Therapist |	They've titles like wireless vehicle, slash journalist and public announcement system, malware and temporary system, computer architecture
EDL	00:02:24,119	00:02:30,660	| VfD E48 The Inner-Machine Therapist |	And this one, a bit of an space debris using upper atmosphere and more text generated
EDL	00:02:30,990	00:02:40,205	| VfD E48 The Inner-Machine Therapist |	Jia, thanks for joining me in the studio today and to share with me a tale about your ongoing adventure in technology development
EDL	00:02:40,205	00:02:51,314	| VfD E48 The Inner-Machine Therapist |	I'm really happy to, so we'll get your life as a program manager soon enough, and also to those patterns at the angels briefly, but let's go straight to those hobbies
EDL	00:02:51,314	00:02:53,690	| VfD E48 The Inner-Machine Therapist |	You fly plans, and you are a ham radio
EDL	00:02:53,690	00:02:55,530	| VfD E48 The Inner-Machine Therapist |	So just briefly tell me about those interests
EDL	00:02:55,530	00:02:56,830	| VfD E48 The Inner-Machine Therapist |	And how is the party of your life now? 
EDL	00:02:57,380	00:03:00,000	| VfD E48 The Inner-Machine Therapist |	Flying has been part of my life about twenty six years
EDL	00:03:00,000	00:03:24,985	| VfD E48 The Inner-Machine Therapist |	Here's at this point, my wife came home from a business trip announced that she wanted to learn to fly, and I take along and got my pilot license, along with incidents have gone on to get multi engine and instrument ratings and conflict lighters and seaplanes, well, but so it's a two pilot households, which makes a discussions with the budget committee on changes to the airplane
EDL	00:03:24,985	00:03:25,970	| VfD E48 The Inner-Machine Therapist |	Ma said, much easier
EDL	00:03:27,060	00:03:30,100	| VfD E48 The Inner-Machine Therapist |	Ham radio has been part of my life for much longer
EDL	00:03:30,100	00:03:42,270	| VfD E48 The Inner-Machine Therapist |	I've been a handwritten operator for over fifty years, and during that time, have operated outside the us and really got involved with packet radio when the truth came up. 
EDL	00:03:42,920	00:03:50,080	| VfD E48 The Inner-Machine Therapist |	Written for those who are not in account in that world of hamburger, just give us a little bit of flavor of the kind of content that flows over the
EDL	00:03:50,080	00:03:51,850	| VfD E48 The Inner-Machine Therapist |	There are ways when you are buying the controls. 
EDL	00:03:51,850	00:04:00,000	| VfD E48 The Inner-Machine Therapist |	It has jokingly been said that ham radio is one of the few hobbies where you build equipment so you can talk about your hobby
EDL	00:04:00,000	00:04:03,373	| VfD E48 The Inner-Machine Therapist |	It's really set into several different communities
EDL	00:04:03,373	00:04:05,060	| VfD E48 The Inner-Machine Therapist |	There were experimenters
EDL	00:04:05,060	00:04:14,150	| VfD E48 The Inner-Machine Therapist |	There are people who like to do public service and public support, such as emergency communications during floods and hurricanes
EDL	00:04:14,530	00:04:18,450	| VfD E48 The Inner-Machine Therapist |	And there those who enjoy handling traffic and. 
EDL	00:04:18,450	00:04:21,267	| VfD E48 The Inner-Machine Therapist |	Just right, actually uses code now, very interesting
EDL	00:04:21,267	00:04:25,897	| VfD E48 The Inner-Machine Therapist |	The european european community resilience is becoming so much more important
EDL	00:04:25,897	00:04:28,550	| VfD E48 The Inner-Machine Therapist |	And so being a position to really be part of that solution. 
EDL	00:04:28,550	00:04:38,340	| VfD E48 The Inner-Machine Therapist |	And you really get to see and work with first responders, and those who have to deal with with those that get hurt
EDL	00:04:38,340	00:04:50,650	| VfD E48 The Inner-Machine Therapist |	And it really affected my whole way of thinking about what the role communications was in our society and what it could do for good in terms of helping people when they are need help. 
EDL	00:04:50,650	00:04:52,762	| VfD E48 The Inner-Machine Therapist |	So i'm beginning to hear it hints from that
EDL	00:04:52,762	00:04:54,522	| VfD E48 The Inner-Machine Therapist |	Interesting, what are you doing now
EDL	00:04:54,522	00:04:56,635	| VfD E48 The Inner-Machine Therapist |	And so we'll get to that just a little bit
EDL	00:04:56,635	00:05:04,490	| VfD E48 The Inner-Machine Therapist |	And I do like my discussion partners in the partners in the park, some sense of society of the original story of your interest and patients
EDL	00:05:04,490	00:05:16,840	| VfD E48 The Inner-Machine Therapist |	And so if there were people or teachers or parents, are some a pipeline or some failure, just whatever in your earlier years, we're important in the development of your interest in the industry, professional integrity. 
EDL	00:05:16,840	00:05:33,470	| VfD E48 The Inner-Machine Therapist |	Whether there were a couple of people I grew up in a university town with, with teaching parents, and my dad was a was a professor yell, and I remembered an early meeting with one with his ph address
EDL	00:05:33,880	00:05:44,190	| VfD E48 The Inner-Machine Therapist |	Professor looks, and he would always bring me a trickett of a piece of patrick would have an eggs, something
EDL	00:05:44,190	00:05:45,450	| VfD E48 The Inner-Machine Therapist |	And we talk about it
EDL	00:05:45,450	00:05:50,720	| VfD E48 The Inner-Machine Therapist |	And I learned a little bit from it, and one day I was really proud
EDL	00:05:50,720	00:05:56,580	| VfD E48 The Inner-Machine Therapist |	I had gotten a four hundred power microscope for my birthday, and I wanted to show this to professor louds
EDL	00:05:56,580	00:06:00,030	| VfD E48 The Inner-Machine Therapist |	And he said, oh, you know, I can
EDL	00:06:00,030	00:06:10,550	| VfD E48 The Inner-Machine Therapist |	The four hundred power microscope because I have, these are techniques magnifier that I wear around my neck, and I can see more through that than I can understand
EDL	00:06:10,550	00:06:15,340	| VfD E48 The Inner-Machine Therapist |	I could never understand what comes from a foreign repair microscope
EDL	00:06:15,340	00:06:17,120	| VfD E48 The Inner-Machine Therapist |	And I was crushed as a little kid
EDL	00:06:17,120	00:06:17,830	| VfD E48 The Inner-Machine Therapist |	I had this thing
EDL	00:06:17,830	00:06:18,940	| VfD E48 The Inner-Machine Therapist |	I was really proud of
EDL	00:06:19,390	00:06:31,140	| VfD E48 The Inner-Machine Therapist |	And then he gave me the techniques manufacturer, and I still have, it is hanging on a book in my home and what he really made me do was realized
EDL	00:06:31,140	00:06:45,520	| VfD E48 The Inner-Machine Therapist |	Observation is incredibly important for doing science, and that the power of tool, the, the speed of a tool is not as important as really thinking about what you're trying to see and what you are trying to see him
EDL	00:06:45,870	00:06:50,690	| VfD E48 The Inner-Machine Therapist |	And so that really affected me as I, as I grow up. 
EDL	00:06:50,690	00:06:53,700	| VfD E48 The Inner-Machine Therapist |	HMM, it sounds like a lesson you continued to embrace. 
EDL	00:06:53,700	00:06:54,520	| VfD E48 The Inner-Machine Therapist |	Yeah, it's, it's
EDL	00:06:54,520	00:06:58,300	| VfD E48 The Inner-Machine Therapist |	I try to think it's simply about things as I possibly can. 
EDL	00:06:58,830	00:07:00,030	| VfD E48 The Inner-Machine Therapist |	Such transformative
EDL	00:07:00,030	00:07:01,320	| VfD E48 The Inner-Machine Therapist |	Yeah, thanks for that story
EDL	00:07:01,320	00:07:05,830	| VfD E48 The Inner-Machine Therapist |	So what's now, can I move into your dark experience
EDL	00:07:05,830	00:07:07,750	| VfD E48 The Inner-Machine Therapist |	And let's start from the beginning
EDL	00:07:07,750	00:07:09,710	| VfD E48 The Inner-Machine Therapist |	And you have been here for more than you
EDL	00:07:09,710	00:07:11,050	| VfD E48 The Inner-Machine Therapist |	You want to be a second europe
EDL	00:07:11,440	00:07:24,240	| VfD E48 The Inner-Machine Therapist |	I arrived in january twenty twenty, which was just two months before the world health organization and declared south korea too, in the spirit of it, to have a kind of ascended to pandemic
EDL	00:07:24,240	00:07:26,832	| VfD E48 The Inner-Machine Therapist |	So what was the course of events that got you
EDL	00:07:26,832	00:07:29,425	| VfD E48 The Inner-Machine Therapist |	Your job here is an it ULprogram manager
EDL	00:07:29,425	00:07:35,043	| VfD E48 The Inner-Machine Therapist |	This is a manager in the information innovation offers one of darkness, executive offices
EDL	00:07:35,043	00:07:36,340	| VfD E48 The Inner-Machine Therapist |	And then what was it like
EDL	00:07:36,340	00:07:40,720	| VfD E48 The Inner-Machine Therapist |	Get hearing and just very shortly after, you know, this sort of being this covered status. 
EDL	00:07:40,720	00:07:47,240	| VfD E48 The Inner-Machine Therapist |	Well, i've been a performer, which is the dark of violence for somebody who who executes on the program
EDL	00:07:47,240	00:07:53,980	| VfD E48 The Inner-Machine Therapist |	I've been a performer and PIfor daughter for about twenty years on and off through that period of time
EDL	00:07:54,450	00:08:09,320	| VfD E48 The Inner-Machine Therapist |	And some of the people like work with headband, explorer managers and another people who I formed good friendships with went off to become program managers, a deputy of structures and obstructors
EDL	00:08:09,320	00:08:18,540	| VfD E48 The Inner-Machine Therapist |	So I had a good long affiliation with dark, but doing research, working with the PMto develop new program, ideas and alike
EDL	00:08:19,070	00:08:26,550	| VfD E48 The Inner-Machine Therapist |	And it was coming to dark with something I always wanted to do, but I needed to wait for the right time in my career
EDL	00:08:26,550	00:08:30,810	| VfD E48 The Inner-Machine Therapist |	I wanted to be sure my son had graduated from college
EDL	00:08:31,130	00:08:40,420	| VfD E48 The Inner-Machine Therapist |	I wanted to to achieve certain milestones and also get some people in place at my old employer to make sure that the research could carry out
EDL	00:08:41,200	00:08:51,290	| VfD E48 The Inner-Machine Therapist |	And I also wanted to have the right set of ideas for programs I didn't show and went around for a year trying to come up with an idea for a program
EDL	00:08:51,660	00:08:56,110	| VfD E48 The Inner-Machine Therapist |	So I had my low basket of program ideas, and I came in the door
EDL	00:08:56,110	00:08:57,400	| VfD E48 The Inner-Machine Therapist |	I was all excited
EDL	00:08:57,400	00:08:58,930	| VfD E48 The Inner-Machine Therapist |	I started up
EDL	00:08:58,930	00:09:01,790	| VfD E48 The Inner-Machine Therapist |	And part of the reason for coming to dark days
EDL	00:09:01,790	00:09:15,407	| VfD E48 The Inner-Machine Therapist |	There are several neat things that dark program managers get to do one they get to talk with other people who are, who are in the organization and get their ideas and get them completely unfiltered
EDL	00:09:15,407	00:09:20,672	| VfD E48 The Inner-Machine Therapist |	But the other one is, you can tap into researchers all across the globe
EDL	00:09:20,672	00:09:27,417	| VfD E48 The Inner-Machine Therapist |	You call up and say, hi, I am from DARPA, and I was wondering what you were thinking about something
EDL	00:09:27,417	00:09:34,650	| VfD E48 The Inner-Machine Therapist |	And usually the conversation will run far longer than you ever anticipated, or you ever even planned
EDL	00:09:35,100	00:09:46,857	| VfD E48 The Inner-Machine Therapist |	But you're sorry, when it's over, i've been able to talk with a cow attack at my tea, and they'll call back with another idea afterwards
EDL	00:09:46,857	00:09:49,953	| VfD E48 The Inner-Machine Therapist |	That is unbelievably exciting
EDL	00:09:49,953	00:10:02,710	| VfD E48 The Inner-Machine Therapist |	And for someone having a kind of access is the great destination when I could ever hope for the other big piece about this is you get to go see their lab, and you got to go see stuff happening
EDL	00:10:03,160	00:10:10,220	| VfD E48 The Inner-Machine Therapist |	And as you can guess, from being a pilot, from being a ham radio operator, i'd love to touch the technology
EDL	00:10:10,220	00:10:11,200	| VfD E48 The Inner-Machine Therapist |	I love to play with that
EDL	00:10:11,200	00:10:12,390	| VfD E48 The Inner-Machine Therapist |	I love to do things
EDL	00:10:12,990	00:10:27,220	| VfD E48 The Inner-Machine Therapist |	And so two months after I arrive, I cannot go see the lab anymore, and I can't see my coworkers, because it will doing our part to trying, and it be safe and keep other people safe
EDL	00:10:27,690	00:10:30,390	| VfD E48 The Inner-Machine Therapist |	And so it was a little bit maddening
EDL	00:10:30,390	00:10:39,040	| VfD E48 The Inner-Machine Therapist |	You know, it's sort of like going to a giant technological toy store, but you can only see through the windows. 
EDL	00:10:39,410	00:10:40,200	| VfD E48 The Inner-Machine Therapist |	What's there
EDL	00:10:40,880	00:10:43,750	| VfD E48 The Inner-Machine Therapist |	And it says clothes indefinitely. 
EDL	00:10:43,750	00:10:54,310	| VfD E48 The Inner-Machine Therapist |	Exactly that has been my single big frustration since coming here is I cannot go as fast as the organization normally would let me go
EDL	00:10:54,890	00:11:00,030	| VfD E48 The Inner-Machine Therapist |	And i'm seeing a substantial difference with the real. 
EDL	00:11:00,030	00:11:00,400	| VfD E48 The Inner-Machine Therapist |	我不能。
EDL	00:11:01,370	00:11:02,350	| VfD E48 The Inner-Machine Therapist |	Boys are exciting
EDL	00:11:02,350	00:11:12,660	| VfD E48 The Inner-Machine Therapist |	They are interesting to hear, just in the the kind of specific laws that a program manager we can experience in a, in a situation like copyright
EDL	00:11:12,660	00:11:16,623	| VfD E48 The Inner-Machine Therapist |	I mean, cooper just brought a thousand million different kinds of losses
EDL	00:11:16,623	00:11:24,880	| VfD E48 The Inner-Machine Therapist |	So interesting to hear you express the specific sort of loss that program just loves to be miss the performance of researchers working with you need to be private
EDL	00:11:24,880	00:11:25,860	| VfD E48 The Inner-Machine Therapist |	That connection
EDL	00:11:25,860	00:11:34,960	| VfD E48 The Inner-Machine Therapist |	Let's now talk about your, the programs that you run, one of them, you develop from scratch and just got the green light will be talking a little bit about that
EDL	00:11:34,960	00:11:38,899	| VfD E48 The Inner-Machine Therapist |	What started by talking about one of the programs, jewellery, heritage
EDL	00:11:38,899	00:11:45,624	| VfD E48 The Inner-Machine Therapist |	So this was called search late that had been up and running for about a year or more before you check it over from an outgoing program
EDL	00:11:45,624	00:11:49,640	| VfD E48 The Inner-Machine Therapist |	Manager is often that often happens the end of the course between program
EDL	00:11:49,640	00:11:54,340	| VfD E48 The Inner-Machine Therapist |	So in brief, what absent capability was the importance for the program
EDL	00:11:54,340	00:11:59,530	| VfD E48 The Inner-Machine Therapist |	What is the invasion and pointed at this point, and what is it said? 
EDL	00:12:00,000	00:12:05,730	| VfD E48 The Inner-Machine Therapist |	First, I want to comment on the idea of the hand off from one program manager to another
EDL	00:12:05,730	00:12:11,710	| VfD E48 The Inner-Machine Therapist |	I was extremely lucky in that I knew the PM, who quite well, who I was taking over from
EDL	00:12:11,710	00:12:13,816	| VfD E48 The Inner-Machine Therapist |	And so, and I was bad
EDL	00:12:13,816	00:12:24,060	| VfD E48 The Inner-Machine Therapist |	Jonathan smith, james, and he, he has been a visionary in the communications area for a number of years
EDL	00:12:24,060	00:12:38,820	| VfD E48 The Inner-Machine Therapist |	I, Iwant to have long double gamest tell you that, but he really does tend to lead in the in the digital networking area, and so is very nice
EDL	00:12:38,820	00:12:52,880	| VfD E48 The Inner-Machine Therapist |	I had an understanding of his vision going forward, and I was able to wrap some of my own, my own experiences inside of tokyo to be able to to bring it forward
EDL	00:12:52,880	00:13:03,610	| VfD E48 The Inner-Machine Therapist |	So it certainly, yes, he is evolved into is a need solution to a very thorny problem
EDL	00:13:03,610	00:13:21,530	| VfD E48 The Inner-Machine Therapist |	And one of the things that I think many people listening to this experience of recovery was live on zoom or life on teams, and occasionally really will have the all I can see your pictures breaking up
EDL	00:13:22,210	00:13:23,430	| VfD E48 The Inner-Machine Therapist |	It's getting jealous
EDL	00:13:25,280	00:13:54,360	| VfD E48 The Inner-Machine Therapist |	The one of the reasons that this occurs are actually doesn't occur all the time is because of a service on networks called QOSor quality, which allows certain streams of data that are very time critical to be given priority, or to have their cheater, or the variability in a packet delivery reduced, and that allows for good video, good audio
EDL	00:13:54,760	00:14:08,150	| VfD E48 The Inner-Machine Therapist |	And if you're doing things like transferring a file or uploading a new version of your system or book, transferring a thousand pictures from your vacation, those can have a little bit of general
EDL	00:14:08,150	00:14:16,020	| VfD E48 The Inner-Machine Therapist |	They can have a little bit of bouncing back and forth, but also, fortunately, people are also starting to become more security country
EDL	00:14:16,020	00:14:26,201	| VfD E48 The Inner-Machine Therapist |	What that means is they're traffic where the data coming in and out of their houses or another businesses is wrapped in an incredible group
EDL	00:14:26,201	00:14:35,502	| VfD E48 The Inner-Machine Therapist |	And what this does is, it prevents the networks from really understanding what the traffic is that they're carrying
EDL	00:14:35,502	00:14:37,874	| VfD E48 The Inner-Machine Therapist |	So it'll see upstanding, you
EDL	00:14:37,874	00:14:39,980	| VfD E48 The Inner-Machine Therapist |	All the pictures of my
EDL	00:14:39,980	00:14:43,310	| VfD E48 The Inner-Machine Therapist |	It was also having a phone conversation over the same network connection
EDL	00:14:44,100	00:14:45,650	| VfD E48 The Inner-Machine Therapist |	It's all equipped it
EDL	00:14:45,650	00:14:53,760	| VfD E48 The Inner-Machine Therapist |	So therefore our voice gets the same priority as the picture of the fish record, not particularly useful
EDL	00:14:53,760	00:15:15,840	| VfD E48 The Inner-Machine Therapist |	So with such like those is one of the things inside the search light is that it's able to understand what those traffic clothes are, even though they are increased, and it lets the network provide priority, and I need to be very careful in explaining how this technology works
EDL	00:15:16,530	00:15:29,490	| VfD E48 The Inner-Machine Therapist |	It can understand with the flowers it cannot underscore, cannot be see what the flow is carrying, right or not, examine the content, not examining the content
EDL	00:15:29,490	00:15:39,590	| VfD E48 The Inner-Machine Therapist |	It is looking at the behavior of the floor and then moderating the movement of that flow based on the need for priority for that type of traffic
EDL	00:15:39,590	00:15:42,110	| VfD E48 The Inner-Machine Therapist |	So what it does is it preserves privacy
EDL	00:15:42,570	00:15:54,990	| VfD E48 The Inner-Machine Therapist |	It preserves confident reality, but it also preserves the flow improvement capabilities of the network, so that is really a new way of doing it
EDL	00:15:55,370	00:16:08,430	| VfD E48 The Inner-Machine Therapist |	And the other thing that it does is, it allows for moderating other traffic flows, slowing the loading of the fish pictures of access so it can be done not directly in the path
EDL	00:16:08,430	00:16:13,810	| VfD E48 The Inner-Machine Therapist |	So it gives carriers a lot more flexibility to use the band with that they have
EDL	00:16:14,440	00:16:23,950	| VfD E48 The Inner-Machine Therapist |	And as we saw a journey of it, managing a band with is important mechanism for allowing us to cope with problems
EDL	00:16:23,950	00:16:30,560	| VfD E48 The Inner-Machine Therapist |	And the game goes back to how can communications be improved or moderated to make people life better? 
EDL	00:16:30,930	00:16:38,500	| VfD E48 The Inner-Machine Therapist |	If we register to give people a concrete sense of what this technology delivers, I say it fulfills the vision that you had
EDL	00:16:38,500	00:16:42,680	| VfD E48 The Inner-Machine Therapist |	The previous program manager had, maybe the access to reach these metrics
EDL	00:16:42,680	00:16:48,180	| VfD E48 The Inner-Machine Therapist |	But how does it make life better for either, you know, a civilian, or perhaps in it is offensive. 
EDL	00:16:48,610	00:16:55,009	| VfD E48 The Inner-Machine Therapist |	In any place where there is, let's bend with them could potentially be used
EDL	00:16:55,009	00:16:58,875	| VfD E48 The Inner-Machine Therapist |	It provides a better mechanism for sharing APP
EDL	00:16:58,875	00:17:02,210	| VfD E48 The Inner-Machine Therapist |	So we get that hi priority gets the high priority
EDL	00:17:02,580	00:17:11,320	| VfD E48 The Inner-Machine Therapist |	So i'll use the home example on this, both my wife and I working hard during coffee, both on zoom calls
EDL	00:17:12,530	00:17:16,606	| VfD E48 The Inner-Machine Therapist |	I am also downloading a copy of the operating system
EDL	00:17:16,606	00:17:32,690	| VfD E48 The Inner-Machine Therapist |	I had to stop downloading the copy of the operating system because I consumed all of the coming into the house, just doing that, that file transfer, if I had a certified enabled system, I wouldn't even thought about it
EDL	00:17:33,410	00:17:35,710	| VfD E48 The Inner-Machine Therapist |	Calls would have gone through without any problem
EDL	00:17:35,710	00:17:36,830	| VfD E48 The Inner-Machine Therapist |	They would not have been dropped
EDL	00:17:36,830	00:17:39,570	| VfD E48 The Inner-Machine Therapist |	They would not have been jealousy or blocky
EDL	00:17:39,890	00:17:46,650	| VfD E48 The Inner-Machine Therapist |	And my operating system copy my copy of the would have arrived a minute and half later
EDL	00:17:47,020	00:17:49,350	| VfD E48 The Inner-Machine Therapist |	Then it, then the otherwise would have
EDL	00:17:49,350	00:17:53,350	| VfD E48 The Inner-Machine Therapist |	So that's an example of how it can make things better
EDL	00:17:53,350	00:17:57,850	| VfD E48 The Inner-Machine Therapist |	Another example is uh in telemedicine eye
EDL	00:17:57,850	00:18:05,100	| VfD E48 The Inner-Machine Therapist |	And this is important to both do d and civil, because we can get the medical personnel into the field
EDL	00:18:05,100	00:18:06,790	| VfD E48 The Inner-Machine Therapist |	Words needed at all time
EDL	00:18:06,790	00:18:14,360	| VfD E48 The Inner-Machine Therapist |	So telemedicine is a very important mechanism for first round of care to everyone have no field
EDL	00:18:14,360	00:18:27,826	| VfD E48 The Inner-Machine Therapist |	It means that if somebody is downloading a minute manual for truck, it's not, it'll take a little bit longer to get there, but the telemedicine session goes on on in a rapid
EDL	00:18:27,826	00:18:29,730	| VfD E48 The Inner-Machine Therapist |	So that's another example of it. 
EDL	00:18:30,300	00:18:35,860	| VfD E48 The Inner-Machine Therapist |	Right you now cannot be, want to be in the middle of either a procedure or giving instructions for seizure
EDL	00:18:35,860	00:18:42,760	| VfD E48 The Inner-Machine Therapist |	And you freeze, and then you leave people on the other end wondering what they should do in medical situation. 
EDL	00:18:42,760	00:18:49,830	| VfD E48 The Inner-Machine Therapist |	Exactly, you don't want the media to be seen and be certain too, and then just died. 
EDL	00:18:50,390	00:18:58,960	| VfD E48 The Inner-Machine Therapist |	So now let's move on to another program that you're inherited in this one, actually, really, I think, will be relevant
EDL	00:18:58,960	00:19:20,490	| VfD E48 The Inner-Machine Therapist |	Many people who buying more and more internet connected technologies, which is scheduled when you think of all of these things, they are collectively known as the internet of things i'm referring to the program called configuration, security or concept for short, had its beginnings in the twenty seventeen, twenty eighteen time frame
EDL	00:19:20,490	00:19:33,790	| VfD E48 The Inner-Machine Therapist |	You took the pattern in twenty twenty again, soon after you start suddenly, unlike many program managers, you, you are shepherding two programs and certainly thinking about the third one that will talk about just a little bit
EDL	00:19:33,790	00:19:45,100	| VfD E48 The Inner-Machine Therapist |	So some of this technology already is getting adopted in places as the USnavy and also the federal railroad administration, on other places
EDL	00:19:45,100	00:19:51,230	| VfD E48 The Inner-Machine Therapist |	Before we talk about the program in some detail, i'd like just to hear what your definition is of internet things. 
EDL	00:19:51,710	00:19:56,720	| VfD E48 The Inner-Machine Therapist |	Internet of things has a whole bunch of different conditions to it
EDL	00:19:57,240	00:19:58,830	| VfD E48 The Inner-Machine Therapist |	In my household
EDL	00:19:58,830	00:20:06,190	| VfD E48 The Inner-Machine Therapist |	I have a internet connected rabbits and include internet connected piggy bank, as well as weather stations
EDL	00:20:06,500	00:20:12,040	| VfD E48 The Inner-Machine Therapist |	As a matter of fact, several hundred devices are sitting on my home. 
EDL	00:20:12,040	00:20:19,240	| VfD E48 The Inner-Machine Therapist |	Okay, now you don't want to ask the interruption of talking about the definition here, but you just have to explain what is an internet connected rabbit. 
EDL	00:20:19,240	00:20:23,580	| VfD E48 The Inner-Machine Therapist |	This is something called the neighbor's technique out of friends
EDL	00:20:23,970	00:20:26,530	| VfD E48 The Inner-Machine Therapist |	It has years that vehicle back and forth
EDL	00:20:27,100	00:20:31,170	| VfD E48 The Inner-Machine Therapist |	And right now, all the servers around by volunteers around the world
EDL	00:20:31,490	00:20:58,740	| VfD E48 The Inner-Machine Therapist |	But it was a very, very early incentive of what would be something like the amazon legs, and it now evolves too, basically telling you things like you look really good today, or that it's nervous, and people have made, nevertheless attack or*****ras with several hundred of these things
EDL	00:20:59,070	00:21:10,000	| VfD E48 The Inner-Machine Therapist |	My son found it when he was studying overseas and and brought it back, and it's become part of a petting zoo of internet of things, devices. 
EDL	00:21:10,000	00:21:15,727	| VfD E48 The Inner-Machine Therapist |	Okay, so I no longer have a very longer animal in mind when you say that, and you will clarify it
EDL	00:21:15,727	00:21:23,770	| VfD E48 The Inner-Machine Therapist |	Sometimes it seems a little bit in some homework in character, though you always be so you do have animals in your life. 
EDL	00:21:23,770	00:21:28,050	| VfD E48 The Inner-Machine Therapist |	And and I actually have an internet of things behalf
EDL	00:21:28,050	00:21:33,099	| VfD E48 The Inner-Machine Therapist |	I get to limit me back from the behalf that helps me manage and understand
EDL	00:21:33,099	00:21:34,681	| VfD E48 The Inner-Machine Therapist |	And health bees are doing
EDL	00:21:34,681	00:21:44,850	| VfD E48 The Inner-Machine Therapist |	I can take the temperature of the humidity and away the hive remotely, which gives me some indication, is to changes in the amount of brutal, the amount of money. 
EDL	00:21:45,480	00:21:50,320	| VfD E48 The Inner-Machine Therapist |	Okay, so you are richly connected through various internet of things in your own personal life
EDL	00:21:50,320	00:21:53,960	| VfD E48 The Inner-Machine Therapist |	In some ways, you already define maybe what you need to do
EDL	00:21:53,960	00:21:58,040	| VfD E48 The Inner-Machine Therapist |	Things is that I didn't rub to you so finish that definition, then talk about concert. 
EDL	00:21:58,040	00:22:12,120	| VfD E48 The Inner-Machine Therapist |	So internet of things is when mechanical or or cyber activators and sensors are connected to the, to the internet versus people
EDL	00:22:12,120	00:22:14,203	| VfD E48 The Inner-Machine Therapist |	So we have an internet
EDL	00:22:14,203	00:22:30,133	| VfD E48 The Inner-Machine Therapist |	We have a worldwide web, which connects people, internet of things, connects the stuff that were working with, and part of the challenges with doing is these are usually traditionally
EDL	00:22:30,133	00:22:34,195	| VfD E48 The Inner-Machine Therapist |	They've been very traditionally ten years
EDL	00:22:34,195	00:22:39,458	| VfD E48 The Inner-Machine Therapist |	They're in very simple low, and I had a connected thermostat
EDL	00:22:39,458	00:22:58,720	| VfD E48 The Inner-Machine Therapist |	I found out when I was writing software to control the house to energy management, the house that if you asked what temperature more than a few times a minute, you deplete the capacitor that was used to parrot, and it would just give you garbage information back
EDL	00:22:59,110	00:23:02,630	| VfD E48 The Inner-Machine Therapist |	So these are dead, very, very simple devices
EDL	00:23:02,630	00:23:11,120	| VfD E48 The Inner-Machine Therapist |	And as such, don't have very much protection building to them, so they have to be protected, the networks that they are on have to protect them
EDL	00:23:11,530	00:23:17,270	| VfD E48 The Inner-Machine Therapist |	They have to be set in a way that is useful, but not in a way that can be used
EDL	00:23:17,750	00:23:35,711	| VfD E48 The Inner-Machine Therapist |	So not as a way that somebody could go in caused my hot water heater to explode, or cause my furnace to shut down, or in industrial setting, cause a certain agreement to be put into a foot supply that shouldn't be
EDL	00:23:35,711	00:23:38,464	| VfD E48 The Inner-Machine Therapist |	There should be there in that volume
EDL	00:23:38,464	00:23:44,500	| VfD E48 The Inner-Machine Therapist |	So how do you protect these devices that starts to become a really interesting thing
EDL	00:23:44,500	00:23:54,470	| VfD E48 The Inner-Machine Therapist |	Interesting question, and it's also not just preventing them from doing something malicious, but they also can be used as a launch point for another attack
